close,volume,date,high,low
621604533.1936452,566030904968139.1,2022-04-06 23:59:59.999000+00:00,654412048.3134356,621420617.6994559
625343904.6358621,375373780314585.2,2022-04-07 23:59:59.999000+00:00,630560673.4755191,616763377.3078064
607701211.6717128,391638173702895.0,2022-04-08 23:59:59.999000+00:00,631191517.1217006,606201255.097465
614807092.9253657,230660033783702.4,2022-04-09 23:59:59.999000+00:00,614874383.7761847,606200777.802633
606200514.1354054,253706289539729.75,2022-04-10 23:59:59.999000+00:00,623346784.7635326,603508572.0849354
567564144.4937681,487599854241649.8,2022-04-11 23:59:59.999000+00:00,609804205.3149017,565426647.4085041
576396875.2522602,445440541996295.25,2022-04-12 23:59:59.999000+00:00,583248501.0741287,565594930.7622783
591164560.5133892,397761958260281.6,2022-04-13 23:59:59.999000+00:00,594912791.1344181,570493464.315503
574430479.7543373,349557233839823.94,2022-04-14 23:59:59.999000+00:00,595562431.1622335,570862515.9078928
582622159.2963951,313233452278347.94,2022-04-15 23:59:59.999000+00:00,583556825.6555148,573430535.043711
580769133.9921377,241837954475472.75,2022-04-16 23:59:59.999000+00:00,583774624.476823,575797402.3606238
569702353.4208969,274227577171323.66,2022-04-17 23:59:59.999000+00:00,582870194.5301598,568324454.1039776
586013357.3618399,483469136120112.1,2022-04-18 23:59:59.999000+00:00,588307373.9284508,555715038.9923375
596184934.6211392,363198431294259.44,2022-04-19 23:59:59.999000+00:00,598313297.4963167,582087368.2214757
593805075.9563035,399626191093208.2,2022-04-20 23:59:59.999000+00:00,605142195.0390007,587787653.784918
582382274.6368828,507670230357871.06,2022-04-21 23:59:59.999000+00:00,615503810.052383,575721224.3895894
575042428.2485114,402976557092871.3,2022-04-22 23:59:59.999000+00:00,585194892.5338985,568113693.3941622
571372964.416012,233517167464334.94,2022-04-23 23:59:59.999000+00:00,577871903.5885785,569426377.7256373
566650283.0235523,259944841460881.16,2022-04-24 23:59:59.999000+00:00,576570530.9940082,566650283.0235523
583671794.2488364,508885045818829.7,2022-04-25 23:59:59.999000+00:00,584154286.1486869,552917989.4685547
550130277.6505291,498710954007244.25,2022-04-26 23:59:59.999000+00:00,586203306.0891503,546676559.660527
566938083.0378381,447133501651585.25,2022-04-27 23:59:59.999000+00:00,569373012.1279104,548373401.749361
577356892.5836786,489825471856647.1,2022-04-28 23:59:59.999000+00:00,583933419.422415,565123765.6831642
560811542.8625041,448297550329310.5,2022-04-29 23:59:59.999000+00:00,577649412.6362205,555562003.3322283
547812338.7800444,347087631516328.7,2022-04-30 23:59:59.999000+00:00,563155702.2498991,547566388.6576163
557685653.7662634,392217790868433.75,2022-05-01 23:59:59.999000+00:00,561073493.0408505,545937320.1667851
559700133.196657,477278862129592.5,2022-05-02 23:59:59.999000+00:00,567229873.8123978,554586548.9672042
545713011.7000501,396967573706631.25,2022-05-03 23:59:59.999000+00:00,559779599.3425177,543226955.4704932
572847488.042472,531314320419625.8,2022-05-04 23:59:59.999000+00:00,574315181.8057982,545447115.7821383
528830836.3160715,622023278659549.6,2022-05-05 23:59:59.999000+00:00,573492883.5084921,518777755.66153145
522544718.80713177,546476806027996.56,2022-05-06 23:59:59.999000+00:00,529542459.31356126,513804561.5548616
514730407.42830056,353417590408558.0,2022-05-07 23:59:59.999000+00:00,523835144.6217476,506594787.62589467
493756445.07009447,533014477566497.44,2022-05-08 23:59:59.999000+00:00,514744703.9617311,491199249.6279062
440888840.1032752,918463292032712.5,2022-05-09 23:59:59.999000+00:00,496341551.5720158,440888840.1032752
450651133.1581148,870385189603650.4,2022-05-10 23:59:59.999000+00:00,474371901.11445916,435764255.6231497
420905326.62089974,1022496675103582.4,2022-05-11 23:59:59.999000+00:00,464947824.8821096,409733024.24665457
425031049.8554682,974028388524774.2,2022-05-12 23:59:59.999000+00:00,436675134.792668,384811932.3062486
429464536.32090837,626857760407179.9,2022-05-13 23:59:59.999000+00:00,452330904.36092335,421150243.14691794
441463668.6088298,419150924163781.06,2022-05-14 23:59:59.999000+00:00,442806141.97110265,420955436.0593525
457452371.0925623,378900274909800.9,2022-05-15 23:59:59.999000+00:00,457497360.5361661,433052363.86575675
437417094.95836115,476577255916206.6,2022-05-16 23:59:59.999000+00:00,457455732.4531746,429275727.11957306
445150068.7474416,426263832749914.06,2022-05-17 23:59:59.999000+00:00,449747959.22317165,433188927.5481704
423338236.42001444,457723810904641.94,2022-05-18 23:59:59.999000+00:00,448161116.0822984,423338236.42001444
443577537.6531624,498496088126720.8,2022-05-19 23:59:59.999000+00:00,444772214.83446914,422685391.02561843
428446222.3074286,450094087871008.56,2022-05-20 23:59:59.999000+00:00,449239959.3485427,422802431.62860036
431842685.84438306,253464128165051.53,2022-05-21 23:59:59.999000+00:00,434141019.3029468,425902808.8839764
444303438.29444295,317387444831878.5,2022-05-22 23:59:59.999000+00:00,446246211.28799653,429538478.30284745
425594834.16705984,461295851389673.44,2022-05-23 23:59:59.999000+00:00,448305044.8878375,423787842.1911431
434034710.30516905,389505952407817.1,2022-05-24 23:59:59.999000+00:00,435772989.53544956,421384203.96012586
432080516.04809505,403325996275512.2,2022-05-25 23:59:59.999000+00:00,441344097.79860896,430578986.6632805
427886824.7207729,537750959616059.7,2022-05-26 23:59:59.999000+00:00,435988668.2275185,413024189.7302545
416227761.846428,534470420403337.4,2022-05-27 23:59:59.999000+00:00,428758837.5816518,411851966.5104462
421984102.02487326,279917191719367.97,2022-05-28 23:59:59.999000+00:00,423618769.9452103,415166257.20863116
429237585.6123011,263074252074035.6,2022-05-29 23:59:59.999000+00:00,429237585.6123011,419332383.7089754
461255717.3348054,572560458584172.4,2022-05-30 23:59:59.999000+00:00,464501316.7934283,427158163.7061274
462447761.17515326,487897119206858.1,2022-05-31 23:59:59.999000+00:00,469082333.3918277,455103602.8139982
433740504.76898307,598375705846235.4,2022-06-01 23:59:59.999000+00:00,465224557.899295,429404471.4379031
439798185.5444367,423328695929750.5,2022-06-02 23:59:59.999000+00:00,441779347.6818065,431630704.2800194
428738332.636351,377844027460548.1,2022-06-03 23:59:59.999000+00:00,442475803.1764543,423970510.9712369
430593367.4552427,239428252219615.4,2022-06-04 23:59:59.999000+00:00,432002794.71161926,425788341.63413215
431782059.8271704,249181177201839.94,2022-06-05 23:59:59.999000+00:00,434704450.0333537,426862817.2969054
452920350.34717625,461244622291885.1,2022-06-06 23:59:59.999000+00:00,457451923.8545053,431601958.4912944
450676461.6269676,588834792581027.1,2022-06-07 23:59:59.999000+00:00,455475553.32530606,423945253.86831
438510016.47873795,437463481825170.8,2022-06-08 23:59:59.999000+00:00,452034907.11633956,433163261.7826414
439991996.81539583,314822572117885.94,2022-06-09 23:59:59.999000+00:00,445880655.51066595,438523408.37313294
425058351.7948465,436419086863607.25,2022-06-10 23:59:59.999000+00:00,440902226.0676479,423717017.2730823
414491839.9531515,398207323081077.25,2022-06-11 23:59:59.999000+00:00,429707536.5614302,412670825.3436906
389475052.41619444,499293756127021.8,2022-06-12 23:59:59.999000+00:00,416565317.1660769,389475052.41619444
333195626.88901556,992580909850949.1,2022-06-13 23:59:59.999000+00:00,392373884.40181106,327309781.98403215
328271914.4288929,754386444349162.6,2022-06-14 23:59:59.999000+00:00,338811482.84025234,309186647.21109015
331710138.49753225,811736743723905.5,2022-06-15 23:59:59.999000+00:00,332736334.5303018,297455494.7223498
301833910.9907722,458251640645828.25,2022-06-16 23:59:59.999000+00:00,336797399.17233074,300735949.5823082
303773249.0646999,402645135288454.9,2022-06-17 23:59:59.999000+00:00,314962903.82531834,301035739.9495762
282199942.24523026,623371730635845.8,2022-06-18 23:59:59.999000+00:00,307699002.8808669,262775610.96398255
304667335.80609846,524255719093002.9,2022-06-19 23:59:59.999000+00:00,306840190.02649325,268095757.2348002
305444799.03960764,456831289727136.1,2022-06-20 23:59:59.999000+00:00,309908840.0918398,292099658.7252979
307214784.23724973,429563071991465.8,2022-06-21 23:59:59.999000+00:00,320687366.5866417,301843418.8572654
296485590.229084,424049935236058.5,2022-06-22 23:59:59.999000+00:00,308896249.64888906,294455133.1605914
313102081.39223236,388471614669421.7,2022-06-23 23:59:59.999000+00:00,313842819.8944955,295938029.0868391
314854839.2777626,371059867252757.94,2022-06-24 23:59:59.999000+00:00,318432636.2043076,308562852.12559915
318868931.5894036,272455562892223.28,2022-06-25 23:59:59.999000+00:00,319144403.6343578,310894313.3851946
312211313.5848979,267333924890837.78,2022-06-26 23:59:59.999000+00:00,323041746.4304372,311767968.51840466
307044736.80519557,311296688460378.2,2022-06-27 23:59:59.999000+00:00,317599729.1425662,305485147.84753954
301390526.3996704,316611358203490.9,2022-06-28 23:59:59.999000+00:00,313872847.95203584,300506076.11267203
298922699.82743675,350017274016682.4,2022-06-29 23:59:59.999000+00:00,302106328.5140065,296156715.73329127
295364203.3666697,390875622384614.8,2022-06-30 23:59:59.999000+00:00,299482941.63607377,279611291.900468
288561656.5453569,460205646463698.94,2022-07-01 23:59:59.999000+00:00,308097363.6050659,285214608.3759932
288155663.6712744,271056485711423.62,2022-07-02 23:59:59.999000+00:00,290094826.9509931,284933397.3734824
288266998.6933415,245455017302095.12,2022-07-03 23:59:59.999000+00:00,292888010.0248758,284032930.807792
303360685.41981363,322588848041661.2,2022-07-04 23:59:59.999000+00:00,303772823.84153795,285053800.50335425
303729990.0253469,400590276667506.2,2022-07-05 23:59:59.999000+00:00,310038616.8590219,291060415.3674049
308132248.40201366,369356829628297.4,2022-07-06 23:59:59.999000+00:00,308841294.0273474,297739226.5122215
323798927.53120667,387109711196742.2,2022-07-07 23:59:59.999000+00:00,325855512.56712544,304169397.1823325
325465846.49593455,746733558184422.5,2022-07-08 23:59:59.999000+00:00,333954242.6109381,318167419.84028107
323385390.7472773,443933689849523.6,2022-07-09 23:59:59.999000+00:00,327652821.74643147,321195014.2210377
312424749.84694445,429670831704890.8,2022-07-10 23:59:59.999000+00:00,323368537.60228723,310429092.2078598
299770036.8159218,361695731865239.4,2022-07-11 23:59:59.999000+00:00,312363398.1162289,299079297.0928242
289549540.2066025,387426888620355.2,2022-07-12 23:59:59.999000+00:00,300712813.5942218,289319022.7663667
303796560.12509555,495107776301306.5,2022-07-13 23:59:59.999000+00:00,303961581.6872104,285741245.15027326
309486789.27484035,468329933759679.56,2022-07-14 23:59:59.999000+00:00,312717422.64301634,297096147.4782227
312468877.0554593,389764924612011.1,2022-07-15 23:59:59.999000+00:00,317059910.0510583,306862653.4962545
317777390.3490696,364455605043303.94,2022-07-16 23:59:59.999000+00:00,322637522.36786467,307708587.7363906
311595626.2144632,343833344747855.1,2022-07-17 23:59:59.999000+00:00,323930759.44063765,311578161.54404503
336869353.5391469,599435257518802.1,2022-07-18 23:59:59.999000+00:00,338704477.03451854,311634118.9974735
349925796.3754636,730575884223988.0,2022-07-19 23:59:59.999000+00:00,354077872.2072961,324785986.5883199
347924225.8263994,642307427564277.0,2022-07-20 23:59:59.999000+00:00,362054463.0359507,344355403.1794829
347838907.1295118,503666446496272.6,2022-07-21 23:59:59.999000+00:00,350649420.1398976,337688616.9993947
340224957.6948667,471824508474935.2,2022-07-22 23:59:59.999000+00:00,354638319.2850895,338552915.46752584
336487923.9161269,359798507960418.94,2022-07-23 23:59:59.999000+00:00,344152666.3940663,329559595.20121574
339533477.21284896,352963988661356.8,2022-07-24 23:59:59.999000+00:00,344103769.7207171,334111852.2357727
319780384.4638555,534241519183642.6,2022-07-25 23:59:59.999000+00:00,340144504.69131947,319779530.17689174
318397724.0003275,428505642667535.44,2022-07-26 23:59:59.999000+00:00,319771722.1800961,311450775.4255634
342139834.19464993,476087382277792.2,2022-07-27 23:59:59.999000+00:00,343029127.6252055,316525649.6042964
354320149.04394203,601078565452921.2,2022-07-28 23:59:59.999000+00:00,358147769.8904133,339300223.94889647
352675163.1989159,533284531217704.56,2022-07-29 23:59:59.999000+00:00,360536429.1361194,349306810.345423
350476169.54250133,417027113381452.9,2022-07-30 23:59:59.999000+00:00,364052593.1396675,349354665.37669617
346149135.11173606,348955885355469.4,2022-07-31 23:59:59.999000+00:00,357371783.42913187,344950957.15940714
346191571.9971885,383412782547724.06,2022-08-01 23:59:59.999000+00:00,348426850.0142368,339424314.2666596
342263642.2994136,421447066401145.56,2022-08-02 23:59:59.999000+00:00,347775067.10260576,337924338.2567721
340111381.2746391,391567549307863.94,2022-08-03 23:59:59.999000+00:00,351027158.51449174,338660120.51875126
337393618.4658524,373959836532342.56,2022-08-04 23:59:59.999000+00:00,345362099.4128926,334694032.81020397
348082091.1814113,430576101393890.44,2022-08-05 23:59:59.999000+00:00,348772931.23027897,337113663.40935
343179275.43401587,238811072231422.03,2022-08-06 23:59:59.999000+00:00,348638789.9968212,343179275.43401587
345160231.42389673,237444367515522.5,2022-08-07 23:59:59.999000+00:00,348934490.47946125,342182037.4833814
353124455.75968134,425577671937252.9,2022-08-08 23:59:59.999000+00:00,360465538.2798816,345170007.29950017
344221765.2731802,349360760657271.6,2022-08-09 23:59:59.999000+00:00,355063327.5210927,341258710.29309464
353622876.6257338,488207232385829.5,2022-08-10 23:59:59.999000+00:00,357257509.3307421,338207708.1786132
352930356.0647378,548236385637261.94,2022-08-11 23:59:59.999000+00:00,364276034.2119518,352116656.1055389
357771580.670557,401688014378153.2,2022-08-12 23:59:59.999000+00:00,357914490.97419536,347669050.93824553
358083118.64855385,337019234693580.75,2022-08-13 23:59:59.999000+00:00,364475091.68265676,356940242.04222524
356717660.07588667,337118743323053.6,2022-08-14 23:59:59.999000+00:00,366159119.3453342,354889818.1105214
356658766.17609304,515193934774256.06,2022-08-15 23:59:59.999000+00:00,369810177.65576255,352267242.92263794
352648726.57788426,410100948249081.5,2022-08-16 23:59:59.999000+00:00,357876715.5639677,350173587.3899316
344689028.9671484,456229067732990.25,2022-08-17 23:59:59.999000+00:00,360100080.42454225,343274970.16866815
344711496.5918178,350768869537014.25,2022-08-18 23:59:59.999000+00:00,349281389.0386684,344178125.65233266
310561962.2069952,601571763360335.4,2022-08-19 23:59:59.999000+00:00,344720022.99290717,310432453.2024801
314853614.8301656,410496644417680.6,2022-08-20 23:59:59.999000+00:00,317601784.03666705,310252221.32301486
320097754.61658883,343656068320761.75,2022-08-21 23:59:59.999000+00:00,322100393.41074425,313918493.8179576
319075912.5710511,470712272872586.44,2022-08-22 23:59:59.999000+00:00,320058253.4916226,312129551.3665257
319918142.4052107,475332261159717.56,2022-08-23 23:59:59.999000+00:00,321389985.28420013,312265812.8924383
317716048.0619816,474687405895623.7,2022-08-24 23:59:59.999000+00:00,323132805.7866815,314871503.31708306
319149053.30246544,460775891956510.75,2022-08-25 23:59:59.999000+00:00,322971090.68571067,316943859.73707193
300455063.5768873,625369850473706.5,2022-08-26 23:59:59.999000+00:00,322188336.62489396,299557328.61577874
297217979.178671,446629596745264.56,2022-08-27 23:59:59.999000+00:00,301652669.7474446,294975466.43852144
290683060.1820339,361358582729582.5,2022-08-28 23:59:59.999000+00:00,299117316.92231554,290683060.1820339
302180305.7440877,483629544786436.0,2022-08-29 23:59:59.999000+00:00,303027292.27382046,290444432.6439667
294004396.1004042,513360681217543.06,2022-08-30 23:59:59.999000+00:00,305079515.05472773,291476338.3937109
297929456.10083026,493710347843066.56,2022-08-31 23:59:59.999000+00:00,303200655.26624984,294211878.55043334
300206360.6771326,448166942068746.2,2022-09-01 23:59:59.999000+00:00,300206360.6771326,292793029.7098943
297395823.3276744,434399005987139.0,2022-09-02 23:59:59.999000+00:00,303458653.7962908,295324646.21062136
295345400.11306345,351652646239794.4,2022-09-03 23:59:59.999000+00:00,298397173.70375675,293353815.05207074
297736804.67775375,375968945501707.25,2022-09-04 23:59:59.999000+00:00,297930101.8348751,292437363.4810649
295053761.018258,429226514608441.9,2022-09-05 23:59:59.999000+00:00,298404194.24913186,293416068.896293
280700086.5837956,646389415543044.1,2022-09-06 23:59:59.999000+00:00,299587055.03386843,280172684.8883625
287585935.40634257,525107621055117.5,2022-09-07 23:59:59.999000+00:00,289637868.1912557,278303511.78039855
288111189.66859126,479964934133154.5,2022-09-08 23:59:59.999000+00:00,289297100.9363132,284360978.8417243
317217198.09324557,722438317348102.6,2022-09-09 23:59:59.999000+00:00,318081508.438536,287829897.1727981
321648146.6073164,547663304331724.3,2022-09-10 23:59:59.999000+00:00,322831099.2545984,314063389.1926393
322840218.111971,511745372501457.5,2022-09-11 23:59:59.999000+00:00,322859450.5413317,317464989.04920846
332440526.25343907,744650230606498.4,2022-09-12 23:59:59.999000+00:00,333370326.9888008,320602914.6113984
303788944.54823315,759724904148251.4,2022-09-13 23:59:59.999000+00:00,336932961.72410643,300284011.1553249
302047662.5824521,566851073745702.5,2022-09-14 23:59:59.999000+00:00,305630825.77811927,294985738.30017936
294397150.5924009,543015024184601.75,2022-09-15 23:59:59.999000+00:00,302656358.8451329,293356626.3637497
296572945.0244351,450136414781962.56,2022-09-16 23:59:59.999000+00:00,297166261.68483466,290870450.80142105
301897547.8047889,374341755556474.4,2022-09-17 23:59:59.999000+00:00,302421850.3093988,296639688.80603456
290382547.4605517,468796683344227.6,2022-09-18 23:59:59.999000+00:00,301892407.4356855,289377695.8498784
292885389.30199754,600772247067001.5,2022-09-19 23:59:59.999000+00:00,294314297.3357111,275320363.1559356
283696203.40087026,551349600044013.06,2022-09-20 23:59:59.999000+00:00,293761436.65150845,282721332.12910736
279326103.5065917,696277548743102.1,2022-09-21 23:59:59.999000+00:00,295940555.3158359,275069879.1552177
291720645.4424483,619463529209280.6,2022-09-22 23:59:59.999000+00:00,292372190.1708262,276767924.615114
291632882.05039805,584477751219915.4,2022-09-23 23:59:59.999000+00:00,292722149.59248465,280570773.42822707
286182961.47790074,395182864597514.0,2022-09-24 23:59:59.999000+00:00,291822689.80066794,285048972.5261344
282742161.18479335,353024256049068.7,2022-09-25 23:59:59.999000+00:00,289171008.1293227,282315258.5697179
292005846.3379241,663900734217340.0,2022-09-26 23:59:59.999000+00:00,292005846.3379241,282769269.18089527
